

Graph1.txt



src-id	dst-id	pir
0	10	0.1626716637507142
0	2	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	27	0.1626716637507142
0	0	0.1626716637507142
0	11	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	25	0.1626716637507142
0	3	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	16	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
63	0	0.1626716637507142
63	0	0.1626716637507142
0	19	0.1626716637507142
0	0	0.1626716637507142
0	9	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	26	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	1	0.1626716637507142
0	10	0.1626716637507142
0	2	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	27	0.1626716637507142
0	0	0.1626716637507142
0	11	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	25	0.1626716637507142
0	3	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	16	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	19	0.1626716637507142
0	0	0.1626716637507142
0	9	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
63	0	0.1626716637507142
0	26	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	1	0.1626716637507142
0	10	0.1626716637507142
0	2	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	27	0.1626716637507142
0	0	0.1626716637507142
0	11	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	25	0.1626716637507142
0	3	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	16	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	19	0.1626716637507142
0	0	0.1626716637507142
0	9	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	26	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	1	0.1626716637507142
0	10	0.1626716637507142
0	2	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	27	0.1626716637507142
0	0	0.1626716637507142
0	11	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	25	0.1626716637507142
0	3	0.1626716637507142
0	0	0.1626716637507142
0	16	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	19	0.1626716637507142
0	0	0.1626716637507142
0	9	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	26	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	1	0.1626716637507142
0	10	0.1626716637507142
0	2	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	27	0.1626716637507142
0	0	0.1626716637507142
0	11	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	25	0.1626716637507142
0	3	0.1626716637507142
0	0	0.1626716637507142
16	0	0.1626716637507142
0	0	0.1626716637507142
16	0	0.1626716637507142
16	0	0.1626716637507142
16	0	0.1626716637507142
16	19	0.1626716637507142
16	0	0.1626716637507142
16	9	0.1626716637507142
16	0	0.1626716637507142
16	0	0.1626716637507142
16	0	0.1626716637507142
16	26	0.1626716637507142
16	0	0.1626716637507142
16	0	0.1626716637507142
16	0	0.1626716637507142
16	0	0.1626716637507142
16	0	0.1626716637507142
16	0	0.1626716637507142
16	1	0.1626716637507142
16	10	0.1626716637507142
16	2	0.1626716637507142
16	0	0.1626716637507142
16	0	0.1626716637507142
16	0	0.1626716637507142
16	0	0.1626716637507142
16	27	0.1626716637507142
16	0	0.1626716637507142
16	11	0.1626716637507142
16	0	0.1626716637507142
63	0	0.1626716637507142
16	0	0.1626716637507142
0	0	0.1626716637507142
16	3	0.1626716637507142
16	0	0.1626716637507142
0	17	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	19	0.1626716637507142
0	0	0.1626716637507142
0	9	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	26	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	1	0.1626716637507142
0	10	0.1626716637507142
0	2	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	27	0.1626716637507142
0	0	0.1626716637507142
0	11	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	25	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	19	0.1626716637507142
0	0	0.1626716637507142
0	9	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	26	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	1	0.1626716637507142
0	10	0.1626716637507142
0	2	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	27	0.1626716637507142
0	0	0.1626716637507142
0	11	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	25	0.1626716637507142
0	3	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	19	0.1626716637507142
0	0	0.1626716637507142
0	9	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	26	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	1	0.1626716637507142
0	10	0.1626716637507142
0	2	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	27	0.1626716637507142
0	0	0.1626716637507142
0	11	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	25	0.1626716637507142
0	3	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	19	0.1626716637507142
0	0	0.1626716637507142
0	9	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	26	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	1	0.1626716637507142
0	10	0.1626716637507142
0	2	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	27	0.1626716637507142
0	0	0.1626716637507142
0	11	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	25	0.1626716637507142
0	3	0.1626716637507142
0	0	0.1626716637507142
0	19	0.1626716637507142
0	0	0.1626716637507142
0	9	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	26	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	1	0.1626716637507142
0	10	0.1626716637507142
0	2	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	27	0.1626716637507142
0	0	0.1626716637507142
0	11	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	25	0.1626716637507142
0	3	0.1626716637507142
0	0	0.1626716637507142
19	0	0.1626716637507142
19	9	0.1626716637507142
19	0	0.1626716637507142
19	0	0.1626716637507142
19	0	0.1626716637507142
19	26	0.1626716637507142
19	0	0.1626716637507142
19	0	0.1626716637507142
19	0	0.1626716637507142
19	0	0.1626716637507142
19	0	0.1626716637507142
19	0	0.1626716637507142
19	1	0.1626716637507142
19	10	0.1626716637507142
19	2	0.1626716637507142
19	0	0.1626716637507142
19	0	0.1626716637507142
19	0	0.1626716637507142
19	0	0.1626716637507142
19	27	0.1626716637507142
19	0	0.1626716637507142
19	11	0.1626716637507142
19	0	0.1626716637507142
19	0	0.1626716637507142
19	25	0.1626716637507142
19	3	0.1626716637507142
19	0	0.1626716637507142
0	9	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	26	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	8	0.1626716637507142
0	24	0.1626716637507142
0	0	0.1626716637507142
0	1	0.1626716637507142
0	10	0.1626716637507142
0	2	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	27	0.1626716637507142
0	0	0.1626716637507142
0	11	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	25	0.1626716637507142
0	3	0.1626716637507142
0	0	0.1626716637507142
9	0	0.1626716637507142
9	0	0.1626716637507142
9	0	0.1626716637507142
9	26	0.1626716637507142
9	0	0.1626716637507142
9	0	0.1626716637507142
9	0	0.1626716637507142
9	0	0.1626716637507142
9	0	0.1626716637507142
9	0	0.1626716637507142
0	18	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
9	0	0.1626716637507142
9	0	0.1626716637507142
9	0	0.1626716637507142
9	0	0.1626716637507142
9	27	0.1626716637507142
9	0	0.1626716637507142
9	11	0.1626716637507142
9	0	0.1626716637507142
9	0	0.1626716637507142
9	0	0.1626716637507142
9	25	0.1626716637507142
9	3	0.1626716637507142
9	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	26	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	1	0.1626716637507142
0	10	0.1626716637507142
0	2	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	11	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	25	0.1626716637507142
0	3	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	26	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	1	0.1626716637507142
0	10	0.1626716637507142
0	2	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	27	0.1626716637507142
0	0	0.1626716637507142
0	11	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	25	0.1626716637507142
0	3	0.1626716637507142
0	0	0.1626716637507142
0	26	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	1	0.1626716637507142
0	10	0.1626716637507142
0	2	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	27	0.1626716637507142
0	0	0.1626716637507142
0	11	0.1626716637507142
63	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	25	0.1626716637507142
0	3	0.1626716637507142
0	0	0.1626716637507142
26	0	0.1626716637507142
26	0	0.1626716637507142
26	0	0.1626716637507142
26	0	0.1626716637507142
26	0	0.1626716637507142
26	0	0.1626716637507142
26	1	0.1626716637507142
26	10	0.1626716637507142
26	2	0.1626716637507142
26	0	0.1626716637507142
26	0	0.1626716637507142
26	0	0.1626716637507142
26	0	0.1626716637507142
0	0	0.1626716637507142
26	0	0.1626716637507142
26	11	0.1626716637507142
26	0	0.1626716637507142
26	0	0.1626716637507142
26	0	0.1626716637507142
26	25	0.1626716637507142
26	3	0.1626716637507142
26	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	1	0.1626716637507142
0	10	0.1626716637507142
0	2	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	27	0.1626716637507142
0	0	0.1626716637507142
0	11	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	25	0.1626716637507142
0	3	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	1	0.1626716637507142
0	10	0.1626716637507142
0	2	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	27	0.1626716637507142
0	0	0.1626716637507142
0	11	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	25	0.1626716637507142
0	3	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	1	0.1626716637507142
0	10	0.1626716637507142
0	2	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	27	0.1626716637507142
0	0	0.1626716637507142
0	11	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	25	0.1626716637507142
0	3	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	1	0.1626716637507142
0	10	0.1626716637507142
0	2	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	27	0.1626716637507142
0	0	0.1626716637507142
0	11	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	25	0.1626716637507142
0	3	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	1	0.1626716637507142
0	10	0.1626716637507142
0	2	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	27	0.1626716637507142
0	0	0.1626716637507142
0	11	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	25	0.1626716637507142
0	3	0.1626716637507142
0	0	0.1626716637507142
0	1	0.1626716637507142
0	10	0.1626716637507142
0	2	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	27	0.1626716637507142
0	0	0.1626716637507142
0	11	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	25	0.1626716637507142
0	3	0.1626716637507142
0	0	0.1626716637507142
1	10	0.1626716637507142
1	2	0.1626716637507142
1	0	0.1626716637507142
1	0	0.1626716637507142
1	0	0.1626716637507142
1	0	0.1626716637507142
1	27	0.1626716637507142
1	0	0.1626716637507142
1	11	0.1626716637507142
1	0	0.1626716637507142
1	0	0.1626716637507142
1	0	0.1626716637507142
1	25	0.1626716637507142
1	3	0.1626716637507142
1	0	0.1626716637507142
10	2	0.1626716637507142
10	0	0.1626716637507142
10	0	0.1626716637507142
10	0	0.1626716637507142
10	0	0.1626716637507142
10	27	0.1626716637507142
10	0	0.1626716637507142
0	0	0.1626716637507142
10	0	0.1626716637507142
10	0	0.1626716637507142
10	0	0.1626716637507142
10	25	0.1626716637507142
10	3	0.1626716637507142
10	0	0.1626716637507142
2	0	0.1626716637507142
2	0	0.1626716637507142
2	0	0.1626716637507142
2	0	0.1626716637507142
2	27	0.1626716637507142
2	0	0.1626716637507142
2	11	0.1626716637507142
2	0	0.1626716637507142
2	0	0.1626716637507142
2	0	0.1626716637507142
2	25	0.1626716637507142
0	0	0.1626716637507142
2	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	27	0.1626716637507142
0	0	0.1626716637507142
0	11	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	25	0.1626716637507142
0	3	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	27	0.1626716637507142
0	0	0.1626716637507142
0	11	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	25	0.1626716637507142
0	3	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	27	0.1626716637507142
0	0	0.1626716637507142
0	11	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	25	0.1626716637507142
0	3	0.1626716637507142
0	0	0.1626716637507142
0	27	0.1626716637507142
0	0	0.1626716637507142
0	11	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	25	0.1626716637507142
0	3	0.1626716637507142
0	0	0.1626716637507142
27	0	0.1626716637507142
27	11	0.1626716637507142
27	0	0.1626716637507142
27	0	0.1626716637507142
27	0	0.1626716637507142
27	25	0.1626716637507142
27	3	0.1626716637507142
27	0	0.1626716637507142
0	11	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	25	0.1626716637507142
0	3	0.1626716637507142
0	0	0.1626716637507142
11	0	0.1626716637507142
11	0	0.1626716637507142
0	0	0.1626716637507142
11	25	0.1626716637507142
11	3	0.1626716637507142
11	0	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	25	0.1626716637507142
0	3	0.1626716637507142
0	0	0.1626716637507142
0	0	0.1626716637507142
0	25	0.1626716637507142
0	3	0.1626716637507142
0	0	0.1626716637507142
0	25	0.1626716637507142
0	3	0.1626716637507142
0	0	0.1626716637507142
25	3	0.1626716637507142
25	0	0.1626716637507142
3	0	0.1626716637507142
63	0	0.15941230976000378
0	27	0.15941230976000378
0	3	0.15941230976000378
0	0	0.1507665846647543
0	0	0.1507665846647543
19	0	0.1507665846647543


Graph22.txt



src-id	dst-id	pir
0	0	1.0
0	0	0.9765637791541281
0	0	0.9617601725393663
0	0	0.9103879312778415
0	0	0.9086640431950648
0	1	0.8775060834805979
0	0	0.8775060834805979
0	0	0.8775060834805979
0	0	0.8710622048829696
0	0	0.8710622048829696
0	0	0.8652431416166533
0	0	0.8340136668943855
0	0	0.8316499076891808
0	0	0.8235555379904659
0	0	0.8084225859450426
0	0	0.8084225859450426
0	0	0.8028030119110128
0	0	0.793387496541873
0	0	0.7659276155202623
27	19	0.7545303816454851
0	0	0.7508191291354024
0	0	0.7431387936923763
25	17	0.7429656520945428
10	11	0.717835654748126
26	27	0.717835654748126
0	0	0.717835654748126
0	0	0.71569961438355
0	0	0.6807268935950783
63	10	0.6709011079180288
0	0	0.634603477511353
17	16	0.6221880957623594
11	0	0.6204397420190193
0	0	0.594812903565776
0	0	0.5807018633423481
0	0	0.5807018633423481
0	1	0.5234992669711701
0	0	0.5142568931998638
0	0	0.5113021941933579
0	0	0.49910135746776657
0	0	0.4977199886328777
0	0	0.47361378508234575
0	0	0.47361378508234575
0	0	0.4618665040641226
0	0	0.460592407740935
0	0	0.460592407740935
0	0	0.460592407740935
0	0	0.45640689781069976
0	0	0.42578153670695973
0	0	0.42578153670695973
18	19	0.4228701230999121
10	3	0.4186168621096551
0	0	0.41306880308342603
10	9	0.41306880308342603
0	0	0.4080571066157029
0	0	0.3871653144684271
0	0	0.3715242294728403
25	0	0.3715242294728403
0	0	0.36987373837175386
63	0	0.36227244583208656
0	0	0.36227244583208656
0	0	0.3330303355371248
0	0	0.33111825006539863
0	0	0.33111825006539863
0	0	0.32146560598618257
25	24	0.3196419732872626
0	0	0.3196419732872626
0	0	0.31415601939938687
0	0	0.30063403700337066
0	0	0.29833238293651915
0	0	0.2897167064704145
10	8	0.28811514669045485
0	0	0.28352124842619936
0	0	0.2766802733378877
0	0	0.2766802733378877
0	0	0.2593190642073032
0	0	0.24061977164128828
0	0	0.2371682315279558
0	26	0.23645872737161647
0	0	0.2108149511533677
0	0	0.2087843013266034
0	0	0.20257755143905135
0	0	0.20257755143905135
0	16	0.1946939628159599
63	0	0.1946939628159599
0	0	0.19108433689590992
0	0	0.18864341676123586
0	0	0.1810997126225871
26	25	0.17744171997357708
0	0	0.17111414736231953
0	0	0.1460488899177013
26	16	0.1329021731152502
0	0	0.1329021731152502
0	0	0.1329021731152502
0	0	0.1304941875236423
0	0	0.09929727094966286


Graph23.txt



src-id	dst-id	pir
0	0	1.0
17	16	1.0
0	0	1.0
0	0	0.9635427221713639
0	0	0.9635427221713639
11	10	0.9247234432106445
2	1	0.9247234432106445
0	0	0.9247234432106445
25	24	0.9142411896658957
0	0	0.9142411896658957
0	0	0.8935422329995318
0	0	0.8935422329995318
0	0	0.8935422329995318
1	0	0.8810054577600124
0	0	0.8810054577600124
0	0	0.8530318171335929
63	0	0.8530318171335929
0	0	0.8527453022033697
0	0	0.8527453022033697
63	0	0.8222768852333001
17	25	0.8151978700060798
26	27	0.8138491533833221
0	0	0.8138491533833221
0	0	0.8111936491519858
0	0	0.8111936491519858
0	0	0.8088526125269918
0	0	0.7856309268408584
0	0	0.7856309268408584
0	0	0.7577062033976479
11	3	0.7577062033976479
0	0	0.7530101538096003
25	26	0.7178456872514832
1	9	0.7178456872514832
2	11	0.705672296801515
0	0	0.705672296801515
0	0	0.7046450359541298
0	0	0.7046450359541298
0	0	0.6918594818971482
0	0	0.6435670409995877
16	18	0.606386487676364
0	0	0.606386487676364
0	0	0.6027302776399556
0	0	0.5958119903004214
26	19	0.5937351064647552
0	2	0.5937351064647552
0	0	0.5670074563763549
0	0	0.5649941648788601
9	17	0.5131985548466447
0	0	0.5097512910642283
0	0	0.502793869978127
0	0	0.4830334244124697
0	0	0.4405390673589613
0	0	0.4405390673589613
0	0	0.41226633309806504
9	8	0.41226633309806504
0	0	0.41226633309806504
0	0	0.41226633309806504
0	0	0.402587718991747
0	0	0.402587718991747


Graph25.txt



src-id	dst-id	pir
0	0	1.0
0	0	1.0
0	0	0.9968392763576744
0	0	0.9968392763576744
0	0	0.9760889284527103
17	18	0.9760889284527103
0	0	0.9611698621338546
0	0	0.9600092399051219
0	0	0.9600092399051219
0	0	0.9585894496058954
0	0	0.9585894496058954
0	0	0.9537892062132727
0	0	0.9533441132226422
0	0	0.9505045326241892
0	0	0.9505045326241892
0	0	0.9505045326241892
0	0	0.9505045326241892
0	0	0.9505045326241892
0	0	0.9505045326241892
0	0	0.9496819557047962
0	0	0.9470395682034581
0	0	0.9457944346473905
3	2	0.9457944346473905
0	0	0.9413942115374864
0	0	0.9413942115374864
0	0	0.9392363556462017
0	0	0.9392363556462017
0	0	0.930683809319909
0	0	0.930683809319909
0	0	0.9229087672050976
0	0	0.922660867311582
0	0	0.922660867311582
0	0	0.9225876241612251
0	0	0.9225876241612251
0	1	0.9225876241612251
0	0	0.9225876241612251
0	0	0.9225876241612251
0	0	0.9210607861807076
0	0	0.9210607861807076
0	0	0.9210607861807076
0	0	0.9187902485196432
50	51	0.9120913173062296
0	0	0.9120913173062296
0	0	0.9120913173062296
0	0	0.9084911347617625
0	0	0.9084911347617625
0	0	0.9039275230856775
0	0	0.9039275230856775
0	0	0.903420455121668
0	0	0.8924790552760422
0	0	0.8924790552760422
0	0	0.8912282876314855
0	0	0.8827039117476378
0	0	0.8720329481494835
0	0	0.8715089779200071
0	0	0.8715089779200071
0	0	0.8715089779200071
0	0	0.8678299181366943
0	0	0.858854815173727
0	0	0.858854815173727
0	0	0.8544207875328889
0	0	0.8544207875328889
0	0	0.8451865164994281
0	0	0.8451865164994281
0	0	0.8392200167895837
34	0	0.8392200167895837
0	0	0.8392200167895837
0	0	0.8369607473054971
0	0	0.8359860499969012
0	0	0.835214179873909
18	19	0.8332478829912502
0	0	0.8332478829912502
0	0	0.8332478829912502
0	0	0.8332478829912502
0	0	0.8332478829912502
17	16	0.8327689854696857
2	0	0.8327689854696857
0	0	0.8327689854696857
0	0	0.8327689854696857
0	0	0.832487281045236
0	0	0.8303857660388413
0	0	0.8275687217943444
0	0	0.8275687217943444
0	0	0.8275687217943444
0	0	0.8275687217943444
0	0	0.8267686812289073
0	0	0.8222445081722453
0	0	0.8137595709078206
0	0	0.8137595709078206
0	0	0.8137539368193316
0	0	0.8137539368193316
0	0	0.8120242716532106
0	0	0.8120242716532106
0	0	0.8084015527547875
34	50	0.8084015527547875
0	0	0.8084015527547875
0	0	0.8084015527547875
0	0	0.8036351138930987
0	0	0.8036351138930987
18	34	0.8001194426759667
0	0	0.8001194426759667
0	0	0.7984348502177575
0	3	0.7984348502177575
0	0	0.7982545593861096
0	0	0.7982545593861096
0	0	0.7941135043466993
0	0	0.7939839203114524
0	0	0.7900456924576457
0	0	0.7900456924576457
0	0	0.7900456924576457
0	0	0.7889808497332259
0	0	0.7889808497332259
0	0	0.7887554861936662
0	0	0.7887554861936662
0	0	0.7887554861936662
0	0	0.7887554861936662
33	32	0.7883610999994365
0	17	0.7883610999994365
0	3	0.7883610999994365
0	0	0.7853468626578248
3	0	0.783521417987391
0	0	0.783521417987391
0	0	0.7786253950904553
0	0	0.7786253950904553
0	0	0.7775098455696344
0	0	0.7708447188871549
0	0	0.7708447188871549
0	0	0.7706869644094629
0	0	0.7706869644094629
0	0	0.7706869644094629
0	0	0.7706869644094629
0	0	0.7706869644094629
0	0	0.7696164875965541
0	0	0.7695094399152632
0	0	0.7562467956121719
127	0	0.7562467956121719
0	48	0.7562467956121719
0	0	0.7561622842848369
0	0	0.7561622842848369
0	0	0.7561622842848369
0	0	0.7533846786597629
0	0	0.7518071338828447
0	0	0.7511535796181215
0	33	0.7511535796181215
0	0	0.7511535796181215
48	49	0.7509451183440287
0	0	0.7509451183440287
0	0	0.7480942695685978
0	0	0.7480942695685978
0	0	0.7480942695685978
0	0	0.7480942695685978
0	0	0.7386740736150001
0	0	0.7307694474649419
0	0	0.7307694474649419
0	0	0.7235352778450738
0	0	0.7235352778450738
0	0	0.7132023595562591
1	17	0.7092077908175626
0	0	0.7072865666428156
0	0	0.7072865666428156
0	0	0.7072865666428156
0	0	0.7045765700796096
